sport,division_label,date_norm,forecast_type,forecast_status,odds,game_status,confidence
football,Primeira Liga,20260418,Draw No Bet,Lost,2.3,Match Finished,2
football,Bundesliga,20260418,Moneyline,Lost,1.38,Match Finished,3
football,Bundesliga,20260418,Draw No Bet,Won,1.5,Match Finished,2
football,Bundesliga,20260418,Over-Under,Won,1.5,Match Finished,2
football,Bundesliga,20260418,Moneyline,Lost,2.15,Match Finished,2
football,Bundesliga,20260418,BTTS,Won,1.62,Match Finished,2
football,Brasileirão Série A,20260418,BTTS,Won,1.8,Match Finished,1
football,Brasileirão Série A,20260418,Moneyline,Won,1.67,Match Finished,2
football,Brasileirão Série A,20260418,Draw No Bet,Lost,2.25,Match Finished,2
football,Brasileirão Série A,20260418,BTTS,Lost,2.05,Match Finished,1
football,Allsvenskan,20260418,BTTS,Won,1.8,Match Finished,2
football,Allsvenskan,20260418,Moneyline,Won,1.25,Match Finished,3
football,Allsvenskan,20260418,Over-Under,Won,1.73,Match Finished,2
football,Allsvenskan,20260418,Draw No Bet,Won,1.25,Match Finished,2
football,Eliteserien,20260418,Over-Under,Won,1.25,Match Finished,3
football,Eliteserien,20260418,Draw No Bet,Push,2.5,Match Finished,1
football,Eliteserien,20260418,Moneyline,Won,1.8,Match Finished,3
football,Premier League,20260419,Moneyline,Won,1.75,Match Finished,2
football,Premier League,20260419,Draw No Bet,Lost,2.25,Match Finished,2
football,Premier League,20260419,Over-Under,Lost,1.8,Match Finished,1
football,Premier League,20260419,Moneyline,Won,1.48,Match Finished,1
football,Ligue 1,20260419,Moneyline,Won,2.15,Match Finished,1
football,Ligue 1,20260419,Over-Under,Won,1.73,Match Finished,2
football,Ligue 1,20260419,Moneyline,Lost,2.35,Match Finished,1
football,Ligue 1,20260419,BTTS,Won,1.8,Match Finished,2
football,Ligue 1,20260419,BTTS,Lost,1.57,Match Finished,2
football,Serie A,20260419,Draw No Bet,Push,1.85,Match Finished,1
football,Serie A,20260419,Draw No Bet,Won,1.16,Match Finished,3
football,Serie A,20260419,Moneyline,Won,2.4,Match Finished,3
football,Serie A,20260419,Moneyline,Won,1.53,Match Finished,3
football,Primeira Liga,20260419,Moneyline,Won,2.0,Match Finished,2
football,Primeira Liga,20260419,Draw No Bet,Push,1.4,Match Finished,2
football,Primeira Liga,20260419,Over-Under,Lost,1.67,Match Finished,1
football,Primeira Liga,20260419,BTTS,Won,1.62,Match Finished,2
football,Bundesliga,20260419,Over-Under,Won,1.62,Match Finished,3
football,Bundesliga,20260419,BTTS,Won,1.7,Match Finished,2
football,Bundesliga,20260419,BTTS,Won,1.62,Match Finished,3
football,Brasileirão Série A,20260419,BTTS,Won,1.95,Match Finished,1
football,Brasileirão Série A,20260419,Over-Under,Won,1.62,Match Finished,2
football,Brasileirão Série A,20260419,Moneyline,Won,1.5,Match Finished,2
football,Brasileirão Série A,20260419,Moneyline,Lost,1.73,Match Finished,2
football,Brasileirão Série A,20260419,Moneyline,Won,1.6,Match Finished,3
football,Brasileirão Série A,20260419,Over-Under,Lost,1.62,Match Finished,3
football,Allsvenskan,20260419,Draw No Bet,Won,1.21,Match Finished,2
football,Allsvenskan,20260419,BTTS,Won,1.57,Match Finished,3
football,Eliteserien,20260419,BTTS,Lost,1.67,Match Finished,3
football,Eliteserien,20260419,Over-Under,Lost,1.7,Match Finished,2
football,Eliteserien,20260419,Moneyline,Won,2.1,Match Finished,2
football,Eliteserien,20260419,Over-Under,Lost,1.65,Match Finished,1
football,Premier League,20260420,Draw No Bet,Push,1.72,Match Finished,1
football,Serie A,20260420,Draw No Bet,Push,1.53,Match Finished,3
football,Primeira Liga,20260420,Over-Under,Won,1.33,Match Finished,2
football,Premier League,20260421,BTTS,Lost,1.53,Match Finished,2
football,La Liga,20260421,Draw No Bet,Won,1.32,Match Finished,2
football,La Liga,20260421,Draw No Bet,Lost,1.66,Match Finished,1
football,La Liga,20260421,Over-Under,Won,1.67,Match Finished,3
football,La Liga,20260421,BTTS,Won,1.91,Match Finished,3
football,Premier League,20260422,Moneyline,Lost,2.05,Match Finished,2
football,Premier League,20260422,Over-Under,Lost,1.91,Match Finished,3
football,Ligue 1,20260422,BTTS,Won,1.91,Match Finished,2
football,La Liga,20260422,Moneyline,Won,1.22,Match Finished,3
football,La Liga,20260422,Draw No Bet,Lost,2.05,Match Finished,1
football,La Liga,20260422,Over-Under,Won,1.2,Match Finished,3
football,Eredivisie,20260422,BTTS,Won,1.5,Match Finished,1
football,Allsvenskan,20260422,Over-Under,Won,1.85,Match Finished,2
football,Allsvenskan,20260422,Moneyline,Lost,1.17,Match Finished,3
football,Allsvenskan,20260422,Draw No Bet,Won,1.72,Match Finished,1
football,Allsvenskan,20260422,Over-Under,Won,1.7,Match Finished,2
football,La Liga,20260423,Over-Under,Won,1.73,Match Finished,2
football,La Liga,20260423,Draw No Bet,Won,1.48,Match Finished,2
football,La Liga,20260423,Draw No Bet,Push,1.5,Match Finished,1
football,Primeira Liga,20260423,Moneyline,Won,1.6,Match Finished,2
football,Eredivisie,20260423,BTTS,Lost,1.44,Match Finished,3
football,Eredivisie,20260423,Over-Under,Won,1.2,Match Finished,3
football,Allsvenskan,20260423,Draw No Bet,Lost,1.66,Match Finished,2
football,Allsvenskan,20260423,Draw No Bet,Push,1.65,Match Finished,2
football,Allsvenskan,20260423,BTTS,Won,1.8,Match Finished,1
football,Allsvenskan,20260423,Over-Under,Won,1.73,Match Finished,3
football,Premier League,20260424,Over-Under,Lost,1.67,Match Finished,2
football,Ligue 1,20260424,BTTS,Won,1.66,Match Finished,2
football,Serie A,20260424,BTTS,Won,1.57,Match Finished,2
football,La Liga,20260424,BTTS,Won,1.53,Match Finished,3
football,Primeira Liga,20260424,Draw No Bet,Lost,2.25,Match Finished,1
football,Bundesliga,20260424,Moneyline,Won,1.42,Match Finished,3
football,Premier League,20260425,BTTS,Lost,1.75,Match Finished,3
football,Premier League,20260425,BTTS,Lost,1.62,Match Finished,2
football,Premier League,20260425,Moneyline,Won,1.44,Match Finished,2
football,Premier League,20260425,Draw No Bet,Won,1.65,Match Finished,2
football,Premier League,20260425,Over-Under,Lost,1.67,Match Finished,3
football,Ligue 1,20260425,BTTS,Won,1.8,Match Finished,3
football,Ligue 1,20260425,Moneyline,Won,1.65,Match Finished,2
football,Ligue 1,20260425,Over-Under,Won,1.62,Match Finished,3
football,Serie A,20260425,Over-Under,Won,1.28,Match Finished,1
football,Serie A,20260425,Draw No Bet,Won,1.5,Match Finished,2
football,Serie A,20260425,Draw No Bet,Push,1.8,Match Finished,1
football,La Liga,20260425,BTTS,Won,1.8,Match Finished,3
football,La Liga,20260425,Over-Under,Lost,1.36,Match Finished,1
football,La Liga,20260425,Over-Under,Won,1.91,Match Finished,2
football,La Liga,20260425,Draw No Bet,Lost,2.37,Match Finished,1
football,Primeira Liga,20260425,Over-Under,Won,1.44,Match Finished,1
football,Primeira Liga,20260425,Draw No Bet,Won,1.8,Match Finished,2
football,Primeira Liga,20260425,Moneyline,Won,1.85,Match Finished,1
football,Eredivisie,20260425,Draw No Bet,Won,1.3,Match Finished,2
football,Eredivisie,20260425,BTTS,Won,1.57,Match Finished,3
football,Eredivisie,20260425,Moneyline,Won,2.05,Match Finished,2
football,Eredivisie,20260425,BTTS,Won,1.44,Match Finished,3
football,Bundesliga,20260425,BTTS,Won,1.44,Match Finished,2
football,Bundesliga,20260425,Draw No Bet,Won,1.44,Match Finished,1
football,Bundesliga,20260425,Moneyline,Won,1.73,Match Finished,2
football,Bundesliga,20260425,Over-Under,Lost,1.91,Match Finished,3
football,Bundesliga,20260425,Over-Under,Won,1.4,Match Finished,1
football,Bundesliga,20260425,Draw No Bet,Push,1.62,Match Finished,2
football,Brasileirão Série A,20260425,Draw No Bet,Push,1.35,Match Finished,3
football,Brasileirão Série A,20260425,BTTS,Won,1.8,Match Finished,2
football,Brasileirão Série A,20260425,BTTS,Lost,1.75,Match Finished,3
football,Eliteserien,20260425,Draw No Bet,Won,1.32,Match Finished,2
football,Eliteserien,20260425,Over-Under,Lost,1.67,Match Finished,2
football,Primeira Liga,20260426,Over-Under,Lost,2.0,Match Finished,3
football,Primeira Liga,20260426,Draw No Bet,Lost,1.55,Match Finished,2
football,Eredivisie,20260426,Moneyline,Lost,2.2,Match Finished,2
football,Eredivisie,20260426,Over-Under,Lost,1.62,Match Finished,2
football,Bundesliga,20260426,BTTS,Lost,1.8,Match Finished,3
football,Bundesliga,20260426,Moneyline,Lost,1.57,Match Finished,3
football,Brasileirão Série A,20260426,Moneyline,Won,1.65,Match Finished,3
football,Brasileirão Série A,20260426,BTTS,Lost,1.91,Match Finished,2
football,Brasileirão Série A,20260426,Draw No Bet,Won,1.7,Match Finished,1
football,Brasileirão Série A,20260426,Draw No Bet,Won,1.5,Match Finished,1
football,Brasileirão Série A,20260426,Moneyline,Won,1.3,Match Finished,3
football,Brasileirão Série A,20260426,Over-Under,Won,1.65,Match Finished,2
football,Allsvenskan,20260426,BTTS,Won,1.67,Match Finished,3
football,Allsvenskan,20260426,Over-Under,Lost,1.75,Match Finished,1
football,Allsvenskan,20260426,Over-Under,Lost,1.95,Match Finished,2
football,Eliteserien,20260426,Draw No Bet,Push,2.5,Match Finished,1
football,Eliteserien,20260426,Over-Under,Won,1.7,Match Finished,3
football,Eliteserien,20260426,Over-Under,Won,2.2,Match Finished,1
football,Eliteserien,20260426,Moneyline,Won,1.55,Match Finished,3
football,Eliteserien,20260426,BTTS,Lost,1.36,Match Finished,2
football,Brasileirão Série A,20260426,Moneyline,Won,1.91,Match Finished,3
football,Ligue 1,20260426,Draw No Bet,Push,1.23,Match Finished,3
football,Ligue 1,20260426,Moneyline,Lost,1.91,Match Finished,2
football,Ligue 1,20260426,Moneyline,Lost,1.5,Match Finished,1
football,Ligue 1,20260426,BTTS,Lost,1.75,Match Finished,1
football,Ligue 1,20260426,Moneyline,Won,1.42,Match Finished,3
football,Serie A,20260426,BTTS,Lost,1.7,Match Finished,3
football,Serie A,20260426,Moneyline,Won,1.8,Match Finished,2
football,Serie A,20260426,Over-Under,Won,1.8,Match Finished,3
football,Serie A,20260426,Over-Under,Won,1.57,Match Finished,1
football,La Liga,20260426,Over-Under,Lost,1.73,Match Finished,1
football,La Liga,20260426,Draw No Bet,Push,2.02,Match Finished,2
football,La Liga,20260426,Draw No Bet,Lost,1.65,Match Finished,2
football,La Liga,20260426,BTTS,Won,1.67,Match Finished,3
football,Primeira Liga,20260426,BTTS,Lost,1.75,Match Finished,2
football,Primeira Liga,20260426,Moneyline,Won,2.15,Match Finished,2
football,Premier League,20260427,BTTS,Won,1.53,Match Finished,2
football,Serie A,20260427,Moneyline,Lost,1.75,Match Finished,2
football,Serie A,20260427,Over-Under,Lost,1.67,Match Finished,3
football,La Liga,20260427,BTTS,Lost,1.8,Match Finished,2
football,Primeira Liga,20260427,Draw No Bet,Won,1.22,Match Finished,1
football,Allsvenskan,20260427,Over-Under,Won,1.85,Match Finished,1
football,Allsvenskan,20260427,BTTS,Won,1.57,Match Finished,2
football,Allsvenskan,20260427,Draw No Bet,Lost,2.0,Match Finished,2
football,Allsvenskan,20260427,Moneyline,Won,1.45,Match Finished,3
football,Allsvenskan,20260427,Over-Under,Lost,1.85,Match Finished,1
football,UEFA Champions League,20260428,Draw No Bet,Won,1.8,Match Finished,2
football,UEFA Champions League,20260429,Over-Under,Won,1.67,Match Finished,2
football,Primeira Liga,20260429,Over-Under,Won,1.33,Match Finished,3
football,Eliteserien,20260429,Draw No Bet,Lost,1.42,Match Finished,2
football,UEFA Europa League,20260430,Draw No Bet,Won,1.53,Match Finished,2
football,UEFA Europa League,20260430,BTTS,Lost,1.8,Match Finished,2
football,UEFA Europa Conference League,20260430,Moneyline,Won,2.15,Match Finished,2
football,UEFA Europa Conference League,20260430,Over-Under,Won,1.4,Match Finished,2
football,Eliteserien,20260430,Over-Under,Won,1.22,Match Finished,3
football,Premier League,20260501,Moneyline,Won,1.33,Match Finished,3
football,Serie A,20260501,Over-Under,Lost,1.53,Match Finished,3
football,La Liga,20260501,BTTS,Lost,1.66,Match Finished,2
football,Eliteserien,20260501,Over-Under,Won,1.48,Match Finished,2
football,Premier League,20260502,Over-Under,Lost,1.91,Match Finished,3
football,Premier League,20260502,BTTS,Lost,1.57,Match Finished,1
football,Premier League,20260502,Draw No Bet,Lost,1.92,Match Finished,2
football,Premier League,20260502,Moneyline,Lost,2.05,Match Finished,2
football,Ligue 1,20260502,Moneyline,Won,1.36,Match Finished,2
football,Ligue 1,20260502,Moneyline,Lost,1.73,Match Finished,2
football,Ligue 1,20260502,BTTS,Won,1.57,Match Finished,2
football,Ligue 1,20260502,Over-Under,Won,1.4,Match Finished,2
football,Serie A,20260502,Moneyline,Lost,1.55,Match Finished,3
football,Serie A,20260502,BTTS,Lost,1.91,Match Finished,2
football,Serie A,20260502,Draw No Bet,Won,1.6,Match Finished,1
football,La Liga,20260502,Over-Under,Lost,1.8,Match Finished,3
football,La Liga,20260502,Moneyline,Won,1.67,Match Finished,1
football,La Liga,20260502,BTTS,Lost,1.8,Match Finished,3
football,La Liga,20260502,Moneyline,Won,1.7,Match Finished,2
football,Primeira Liga,20260502,BTTS,Won,1.95,Match Finished,1
football,Primeira Liga,20260502,Over-Under,Won,1.73,Match Finished,2
football,Primeira Liga,20260502,Moneyline,Won,1.17,Match Finished,3
football,Primeira Liga,20260502,Draw No Bet,Won,1.92,Match Finished,1
football,Primeira Liga,20260502,Moneyline,Lost,1.5,Match Finished,2
football,Eredivisie,20260502,BTTS,Won,1.33,Match Finished,3
football,Eredivisie,20260502,Moneyline,Lost,1.7,Match Finished,1
football,Eredivisie,20260502,Over-Under,Lost,1.4,Match Finished,2
football,Eredivisie,20260502,Draw No Bet,Won,1.32,Match Finished,2
football,Bundesliga,20260502,Over-Under,Won,1.36,Match Finished,3
football,Bundesliga,20260502,Moneyline,Lost,1.25,Match Finished,3
football,Bundesliga,20260502,Over-Under,Won,1.53,Match Finished,2
football,Bundesliga,20260502,BTTS,Won,1.33,Match Finished,3
football,Bundesliga,20260502,Draw No Bet,Push,1.8,Match Finished,2
football,Bundesliga,20260502,Over-Under,Won,1.57,Match Finished,2
football,Brasileirão Série A,20260502,BTTS,Won,1.91,Match Finished,1
football,Brasileirão Série A,20260502,Moneyline,Lost,1.53,Match Finished,3
football,Brasileirão Série A,20260502,Moneyline,Lost,1.53,Match Finished,3
football,Brasileirão Série A,20260502,Draw No Bet,Won,1.5,Match Finished,2
football,Allsvenskan,20260502,Over-Under,Lost,1.85,Match Finished,1
football,Allsvenskan,20260502,Moneyline,Won,1.48,Match Finished,2
football,Eliteserien,20260502,BTTS,Won,1.67,Match Finished,2
football,Premier League,20260503,Moneyline,Lost,2.1,Match Finished,3
football,Premier League,20260503,BTTS,Lost,1.7,Match Finished,2
football,Premier League,20260503,BTTS,Won,1.44,Match Finished,2
football,Ligue 1,20260503,Over-Under,Lost,1.73,Match Finished,1
football,Ligue 1,20260503,Moneyline,Lost,1.4,Match Finished,3
football,Ligue 1,20260503,Over-Under,Won,1.62,Match Finished,2
football,Ligue 1,20260503,Draw No Bet,Won,1.45,Match Finished,3
football,Ligue 1,20260503,Draw No Bet,Lost,2.1,Match Finished,1
football,Serie A,20260503,Moneyline,Lost,1.8,Match Finished,1
football,Serie A,20260503,Moneyline,Won,1.2,Match Finished,3
football,Serie A,20260503,BTTS,Lost,1.53,Match Finished,3
football,Serie A,20260503,Over-Under,Lost,1.73,Match Finished,1
football,La Liga,20260503,Draw No Bet,Won,1.2,Match Finished,3
football,La Liga,20260503,BTTS,Won,1.67,Match Finished,1
football,La Liga,20260503,BTTS,Lost,1.57,Match Finished,2
football,La Liga,20260503,Over-Under,Won,1.44,Match Finished,2
football,Primeira Liga,20260503,Moneyline,Lost,1.7,Match Finished,3
football,Primeira Liga,20260503,BTTS,Won,1.91,Match Finished,3
football,Primeira Liga,20260503,Draw No Bet,Push,1.45,Match Finished,2
football,Eredivisie,20260503,Over-Under,Won,1.44,Match Finished,2
football,Eredivisie,20260503,Over-Under,Lost,1.48,Match Finished,1
football,Eredivisie,20260503,BTTS,Won,1.62,Match Finished,2
football,Eredivisie,20260503,Draw No Bet,Push,1.55,Match Finished,1
football,Eredivisie,20260503,Moneyline,Won,1.48,Match Finished,3
football,Bundesliga,20260503,Over-Under,Lost,1.67,Match Finished,2
football,Bundesliga,20260503,Draw No Bet,Won,1.8,Match Finished,2
football,Brasileirão Série A,20260503,Moneyline,Won,2.1,Match Finished,1
football,Brasileirão Série A,20260503,Over-Under,Won,1.8,Match Finished,2
football,Brasileirão Série A,20260503,Draw No Bet,Lost,2.38,Match Finished,2
football,Brasileirão Série A,20260503,Over-Under,Lost,1.6,Match Finished,3
football,Brasileirão Série A,20260503,Moneyline,Lost,2.0,Match Finished,1
football,Allsvenskan,20260503,Draw No Bet,Push,1.9,Match Finished,1
football,Allsvenskan,20260503,Moneyline,Won,1.53,Match Finished,3
football,Allsvenskan,20260503,Moneyline,Won,1.3,Match Finished,3
football,Allsvenskan,20260503,BTTS,Lost,2.0,Match Finished,2
football,Eliteserien,20260503,Over-Under,Won,1.48,Match Finished,1
football,Eliteserien,20260503,BTTS,Won,1.53,Match Finished,2
football,Eliteserien,20260503,Draw No Bet,Won,1.32,Match Finished,3
football,Eliteserien,20260503,Draw No Bet,Push,1.3,Match Finished,3
football,Premier League,20260504,Over-Under,Won,1.73,Match Finished,2
football,Premier League,20260504,Moneyline,Lost,1.48,Match Finished,3
football,Serie A,20260504,Draw No Bet,Won,1.78,Match Finished,3
football,Serie A,20260504,BTTS,Lost,1.95,Match Finished,2
football,La Liga,20260504,Draw No Bet,Lost,2.08,Match Finished,1
football,Primeira Liga,20260504,Moneyline,Won,1.27,Match Finished,2
football,Allsvenskan,20260504,Over-Under,Won,2.0,Match Finished,2
football,Allsvenskan,20260504,Over-Under,Lost,1.8,Match Finished,1
football,Eliteserien,20260504,BTTS,Lost,1.53,Match Finished,2
football,UEFA Champions League,20260505,Moneyline,Won,1.6,Match Finished,2
football,Eredivisie,20260505,BTTS,Lost,1.5,Match Finished,2
football,UEFA Champions League,20260506,Moneyline,Lost,1.62,Match Finished,2
football,UEFA Europa League,20260507,BTTS,Lost,1.8,Match Finished,3
football,UEFA Europa League,20260507,Moneyline,Won,1.65,Match Finished,2
football,UEFA Europa Conference League,20260507,Over-Under,Won,1.73,Match Finished,3
football,UEFA Europa Conference League,20260507,Draw No Bet,Won,2.85,Match Finished,1
football,Ligue 1,20260508,Moneyline,Won,1.44,Match Finished,3
football,Serie A,20260508,Draw No Bet,Lost,2.02,Match Finished,2
football,La Liga,20260508,BTTS,Won,1.7,Match Finished,1
football,Bundesliga,20260508,Moneyline,Won,1.5,Match Finished,3
football,Allsvenskan,20260508,Over-Under,Lost,1.9,Match Finished,2
football,Premier League,20260509,Over-Under,Won,1.5,Match Finished,2
football,Premier League,20260509,Draw No Bet,Won,1.88,Match Finished,2
football,Premier League,20260509,Moneyline,Lost,1.91,Match Finished,3
football,Premier League,20260509,Over-Under,Won,1.38,Match Finished,2
football,Premier League,20260509,Moneyline,Lost,1.95,Match Finished,1
football,Serie A,20260509,Over-Under,Won,1.25,Match Finished,2
football,Serie A,20260509,BTTS,Lost,1.66,Match Finished,2
football,Serie A,20260509,Moneyline,Won,1.4,Match Finished,3
football,La Liga,20260509,Moneyline,Lost,2.15,Match Finished,1
football,La Liga,20260509,Draw No Bet,Push,1.58,Match Finished,2
football,La Liga,20260509,Draw No Bet,Push,1.92,Match Finished,2
football,La Liga,20260509,Moneyline,Won,2.05,Match Finished,3
football,Bundesliga,20260509,Draw No Bet,Won,1.5,Match Finished,3
football,Bundesliga,20260509,Over-Under,Lost,1.36,Match Finished,2
football,Bundesliga,20260509,Moneyline,Won,1.3,Match Finished,3
football,Bundesliga,20260509,BTTS,Won,1.33,Match Finished,3
football,Bundesliga,20260509,BTTS,Lost,1.33,Match Finished,2
football,Brasileirão Série A,20260509,Over-Under,Lost,1.65,Match Finished,2
football,Brasileirão Série A,20260509,BTTS,Won,2.1,Match Finished,1
football,Allsvenskan,20260509,Draw No Bet,Won,1.45,Match Finished,3
football,Allsvenskan,20260509,Moneyline,Won,1.62,Match Finished,3
football,Allsvenskan,20260509,Over-Under,Lost,1.9,Match Finished,1
football,Eliteserien,20260509,BTTS,Won,1.5,Match Finished,1
football,Brasileirão Série A,20260510,Moneyline,Lost,2.1,Match Finished,2
football,Premier League,20260510,Moneyline,Lost,1.62,Match Finished,3
football,Premier League,20260510,Over-Under,Lost,1.91,Match Finished,2
football,Premier League,20260510,BTTS,Won,1.57,Match Finished,2
football,Premier League,20260510,Moneyline,Won,1.55,Match Finished,3
football,Ligue 1,20260510,BTTS,Won,1.7,Match Finished,2
football,Ligue 1,20260510,Over-Under,Won,1.35,Match Finished,2
football,Ligue 1,20260510,BTTS,Lost,1.57,Match Finished,2
football,Ligue 1,20260510,Over-Under,Won,1.67,Match Finished,1
football,Ligue 1,20260510,Over-Under,Lost,1.62,Match Finished,2
football,Ligue 1,20260510,Moneyline,Won,1.18,Match Finished,3
football,Ligue 1,20260510,BTTS,Won,1.57,Match Finished,2
football,Ligue 1,20260510,Draw No Bet,Lost,1.35,Match Finished,2
football,Serie A,20260510,Draw No Bet,Won,1.27,Match Finished,2
football,Serie A,20260510,BTTS,Lost,1.91,Match Finished,1
football,Serie A,20260510,Over-Under,Lost,2.0,Match Finished,3
football,Serie A,20260510,Moneyline,Won,1.5,Match Finished,2
football,Serie A,20260510,Moneyline,Won,1.38,Match Finished,3
football,La Liga,20260510,Moneyline,Lost,1.67,Match Finished,2
football,La Liga,20260510,Moneyline,Won,1.62,Match Finished,3
football,La Liga,20260510,BTTS,Won,1.5,Match Finished,2
football,La Liga,20260510,Over-Under,Won,1.5,Match Finished,3
football,Primeira Liga,20260510,Moneyline,Lost,1.19,Match Finished,3
football,Primeira Liga,20260510,BTTS,Won,1.57,Match Finished,1
football,Eredivisie,20260510,Over-Under,Won,1.4,Match Finished,3
football,Eredivisie,20260510,Moneyline,Lost,1.73,Match Finished,2
football,Eredivisie,20260510,Over-Under,Lost,1.4,Match Finished,2
football,Eredivisie,20260510,Over-Under,Won,1.73,Match Finished,2
football,Eredivisie,20260510,Draw No Bet,Lost,1.68,Match Finished,1
football,Eredivisie,20260510,BTTS,Won,1.5,Match Finished,1
football,Eredivisie,20260510,Moneyline,Won,1.33,Match Finished,2
football,Eredivisie,20260510,Moneyline,Won,1.36,Match Finished,3
football,Bundesliga,20260510,Over-Under,Won,1.44,Match Finished,1
football,Bundesliga,20260510,BTTS,Won,1.53,Match Finished,2
football,Bundesliga,20260510,Draw No Bet,Lost,1.3,Match Finished,2
football,Brasileirão Série A,20260510,BTTS,Won,1.8,Match Finished,3
football,Brasileirão Série A,20260510,Over-Under,Lost,1.53,Match Finished,2
football,Brasileirão Série A,20260510,BTTS,Lost,1.95,Match Finished,2
football,Brasileirão Série A,20260510,Draw No Bet,Push,1.16,Match Finished,3
football,Brasileirão Série A,20260510,Over-Under,Won,1.7,Match Finished,1
football,Brasileirão Série A,20260510,Moneyline,Won,1.8,Match Finished,1
football,Allsvenskan,20260510,Draw No Bet,Lost,1.95,Match Finished,2
football,Allsvenskan,20260510,Over-Under,Won,1.67,Match Finished,3
football,Allsvenskan,20260510,BTTS,Won,1.8,Match Finished,2
football,Eliteserien,20260510,Moneyline,Won,2.75,Match Finished,2
football,Eliteserien,20260510,Draw No Bet,Won,1.32,Match Finished,2
football,Eliteserien,20260510,Moneyline,Won,1.57,Match Finished,1
football,Eliteserien,20260510,Over-Under,Lost,1.85,Match Finished,2
football,Premier League,20260511,BTTS,Won,1.7,Match Finished,3
football,Serie A,20260511,BTTS,Lost,1.8,Match Finished,1
football,La Liga,20260511,Draw No Bet,Push,1.78,Match Finished,3
football,Primeira Liga,20260511,Moneyline,Lost,1.42,Match Finished,2
football,Primeira Liga,20260511,Moneyline,Lost,1.95,Match Finished,2
football,Primeira Liga,20260511,BTTS,Won,1.8,Match Finished,1
football,Primeira Liga,20260511,Over-Under,Won,1.4,Match Finished,1
football,Primeira Liga,20260511,Draw No Bet,Won,1.6,Match Finished,2
football,Primeira Liga,20260511,Over-Under,Won,1.8,Match Finished,2
football,Primeira Liga,20260511,Moneyline,Lost,1.73,Match Finished,2
football,Allsvenskan,20260511,Over-Under,Lost,1.36,Match Finished,3
football,La Liga,20260512,Over-Under,Won,1.67,Match Finished,2
football,La Liga,20260512,Moneyline,Lost,1.75,Match Finished,2
football,La Liga,20260512,BTTS,Won,1.66,Match Finished,3
football,Premier League,20260513,Moneyline,Won,1.2,Match Finished,3
football,Ligue 1,20260513,BTTS,Won,1.62,Match Finished,2
football,Ligue 1,20260513,BTTS,Lost,1.5,Match Finished,2
football,La Liga,20260513,Over-Under,Lost,1.5,Match Finished,3
football,La Liga,20260513,Over-Under,Won,1.25,Match Finished,1
football,La Liga,20260513,Draw No Bet,Won,1.52,Match Finished,2
football,La Liga,20260513,Moneyline,Lost,2.05,Match Finished,2
football,La Liga,20260514,BTTS,Won,1.67,Match Finished,3
football,La Liga,20260514,Moneyline,Won,1.27,Match Finished,3
football,La Liga,20260514,Over-Under,Won,1.73,Match Finished,2
football,Premier League,20260515,BTTS,Won,1.53,Match Finished,3
football,Bundesliga,20260516,Over-Under,Won,1.73,Match Finished,1
football,Bundesliga,20260516,Draw No Bet,Won,2.02,Match Finished,3
football,Bundesliga,20260516,Draw No Bet,Won,1.44,Match Finished,2
football,Brasileirão Série A,20260516,Moneyline,Won,2.1,Match Finished,1
football,Brasileirão Série A,20260516,Moneyline,Won,1.9,Match Finished,3
football,Brasileirão Série A,20260516,BTTS,Won,1.91,Match Finished,2
football,Allsvenskan,20260516,Moneyline,Lost,1.65,Match Finished,2
football,Allsvenskan,20260516,Draw No Bet,Push,1.4,Match Finished,3
football,Eliteserien,20260516,Over-Under,Won,1.48,Match Finished,1
football,Eliteserien,20260516,Draw No Bet,Lost,2.68,Match Finished,2
football,Eliteserien,20260516,BTTS,Won,1.53,Match Finished,1
football,Eliteserien,20260516,Over-Under,Won,1.66,Match Finished,1
football,Eliteserien,20260516,Draw No Bet,Lost,1.3,Match Finished,3
football,Eliteserien,20260516,BTTS,Won,1.91,Match Finished,2
football,Eliteserien,20260516,Moneyline,Won,1.45,Match Finished,2
football,Primeira Liga,20260516,Over-Under,Lost,1.95,Match Finished,2
football,Primeira Liga,20260516,Moneyline,Lost,1.65,Match Finished,3
football,Primeira Liga,20260516,Draw No Bet,Push,1.24,Match Finished,2
football,Primeira Liga,20260516,Moneyline,Won,1.33,Match Finished,3
football,Primeira Liga,20260516,BTTS,Lost,1.7,Match Finished,1
football,Primeira Liga,20260516,Moneyline,Won,1.33,Match Finished,3
football,Primeira Liga,20260516,Draw No Bet,Push,1.38,Match Finished,2
football,Primeira Liga,20260516,BTTS,Won,2.2,Match Finished,1
football,Primeira Liga,20260516,BTTS,Lost,1.95,Match Finished,2
football,Bundesliga,20260516,Moneyline,Lost,1.25,Match Finished,3
football,Bundesliga,20260516,Over-Under,Won,1.33,Match Finished,2
football,Bundesliga,20260516,BTTS,Lost,1.4,Match Finished,2
football,Bundesliga,20260516,Draw No Bet,Push,1.45,Match Finished,2
football,Bundesliga,20260516,Over-Under,Won,1.44,Match Finished,3
football,Bundesliga,20260516,BTTS,Lost,1.44,Match Finished,3
football,Brasileirão Série A,20260517,Moneyline,Lost,1.7,Match Finished,3
football,Premier League,20260517,Moneyline,Lost,1.62,Match Finished,2
football,Premier League,20260517,Moneyline,Lost,1.83,Match Finished,1
football,Premier League,20260517,BTTS,Lost,1.57,Match Finished,2
football,Premier League,20260517,BTTS,Won,1.62,Match Finished,2
